"Report Refresh Date";"User Principal Name";"Display Name";"Is Deleted";"Deleted Date";"Last Activity Date";"Report Period";"Created Date";"Item Count";"Storage Used (Byte)";"Issue Warning Quota (Byte)";"Prohibit Send Quota (Byte)";"Prohibit Send/Receive Quota (Byte)";"Deleted Item Count";"Deleted Item Size (Byte)";"Deleted Item Quota (Byte)";"Has Archive";"Recipient Type"
"2023-07-29";"1277@anonimo.com";;"False";;"2023-07-28";180;"2021-08-30";35093;12242251195;105226698752;106300440576;107374182400;5850;975953017;107374182400;"False";"User"
"2023-07-29";"5116@anonimo.com";;"False";;"2023-07-21";180;"2022-05-31";38997;12219660324;105226698752;106300440576;107374182400;18552;2167778111;107374182400;"False";"User"
"2023-07-29";"587@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";38160;12135751588;105226698752;106300440576;107374182400;39771;839529405;118111600640;"True";"User"
"2023-07-29";"5288@anonimo.com";;"False";;"2023-07-29";180;"2021-08-12";36573;12002943708;105226698752;106300440576;107374182400;24079;2863614141;107374182400;"False";"User"
"2023-07-29";"5123@anonimo.com";;"False";;"2023-07-29";180;"2022-08-05";29977;12000429997;105226698752;106300440576;107374182400;18658;984961869;107374182400;"False";"User"
"2023-07-29";"5889@anonimo.com";;"False";;"2023-07-18";180;"2022-10-10";1683;239870891;2104492032;2125463552;2147483648;708;87760808;107374182400;"False";"User"
"2023-07-29";"3327@anonimo.com";;"False";;"2023-07-29";180;"2021-09-14";20647;11958858337;105226698752;106300440576;107374182400;6902;11007328668;107374182400;"False";"User"
"2023-07-29";"3549@anonimo.com";;"False";;"2023-07-28";180;"2021-10-17";30111;11913621392;105226698752;106300440576;107374182400;4036;672545064;107374182400;"False";"User"
"2023-07-29";"5815@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";58796;11806383189;105226698752;106300440576;107374182400;43251;2590459270;107374182400;"False";"User"
"2023-07-29";"872@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";51460;11733452600;105226698752;106300440576;107374182400;35671;11835869238;107374182400;"False";"User"
"2023-07-29";"3293@anonimo.com";;"False";;"2023-07-29";180;"2022-04-08";27092;11542180168;105226698752;106300440576;107374182400;14031;3768050913;107374182400;"False";"User"
"2023-07-29";"4468@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";57430;11395748608;105226698752;106300440576;107374182400;226757;70474572120;107374182400;"False";"User"
"2023-07-29";"3910@anonimo.com";;"False";;"2023-07-28";180;"2022-04-06";29961;11377303694;105226698752;106300440576;107374182400;8816;1010026049;107374182400;"False";"User"
"2023-07-29";"4893@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";42794;11373090579;105226698752;106300440576;107374182400;17822;2254283318;107374182400;"False";"User"
"2023-07-29";"3820@anonimo.com";;"False";;"2023-07-27";180;"2021-01-24";36091;11371007645;105226698752;106300440576;107374182400;44152;4524733426;107374182400;"False";"User"
"2023-07-29";"3960@anonimo.com";;"False";;"2023-07-28";180;"2022-10-27";15001;11369830411;105226698752;106300440576;107374182400;3526;1196169349;107374182400;"False";"User"
"2023-07-29";"4348@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";31992;11359153363;105226698752;106300440576;107374182400;52681;1758626186;107374182400;"True";"User"
"2023-07-29";"3504@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";65402;11312961887;105226698752;106300440576;107374182400;329297;17321746665;107374182400;"False";"User"
"2023-07-29";"3841@anonimo.com";;"False";;"2023-07-29";180;"2022-02-28";26512;11202694225;105226698752;106300440576;107374182400;15487;3988786502;107374182400;"False";"User"
"2023-07-29";"3234@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";146387;11164005501;105226698752;106300440576;107374182400;64163;3095422954;107374182400;"False";"User"
"2023-07-29";"1175@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";37313;11152171393;105226698752;106300440576;107374182400;42096;1100489522;107374182400;"False";"User"
"2023-07-29";"5149@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";1567;222726986;2104492032;2125463552;2147483648;4198;1046509445;107374182400;"False";"User"
"2023-07-29";"5046@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";28338;10665133702;105226698752;106300440576;107374182400;25054;3736500835;107374182400;"False";"User"
"2023-07-29";"2764@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";27591;10572268836;105226698752;106300440576;107374182400;5011;795269821;107374182400;"False";"User"
"2023-07-29";"5090@anonimo.com";;"False";;"2022-10-26";180;"2021-09-23";925;209352856;2104492032;2125463552;2147483648;303;45583718;107374182400;"False";"User"
"2023-07-29";"1200@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";32076;10141915401;105226698752;106300440576;107374182400;13307;2718213391;107374182400;"False";"User"
"2023-07-29";"4831@anonimo.com";;"False";;"2023-07-28";180;"2022-04-08";27242;9976152129;105226698752;106300440576;107374182400;8104;1108476928;107374182400;"False";"User"
"2023-07-29";"3498@anonimo.com";;"False";;"2023-07-28";180;"2023-06-12";219717;9953020941;105226698752;106300440576;107374182400;150299;920119837;107374182400;"False";"User"
"2023-07-29";"3573@anonimo.com";;"False";;"2023-07-29";180;"2022-01-17";15603;4937454091;52613349376;53150220288;53687091200;7437;1048179537;107374182400;"False";"User"
"2023-07-29";"1403@anonimo.com";;"False";;"2023-07-28";180;"2022-05-23";18054;9641974881;105226698752;106300440576;107374182400;615;200175073;107374182400;"False";"User"
"2023-07-29";"4283@anonimo.com";;"False";;"2023-07-28";180;"2021-07-22";27834;9614852197;105226698752;106300440576;107374182400;13275;1450972745;107374182400;"False";"User"
"2023-07-29";"1017@anonimo.com";;"False";;"2020-11-11";180;"2021-01-24";22372;4779892275;52613349376;53150220288;53687091200;627;95425911;107374182400;"False";"Shared"
"2023-07-29";"4806@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";39636;4756789153;52613349376;53150220288;53687091200;1775;1126715658;107374182400;"False";"User"
"2023-07-29";"4600@anonimo.com";;"False";;"2023-07-28";180;"2023-06-15";207628;9342221748;105226698752;106300440576;107374182400;70822;1665994662;107374182400;"False";"User"
"2023-07-29";"3787@anonimo.com";;"False";;"2023-07-24";180;"2021-01-24";59210;9324471431;105226698752;106300440576;107374182400;28148;2472298647;107374182400;"False";"User"
"2023-07-29";"4761@anonimo.com";;"False";;"2023-07-28";180;"2021-04-19";90254;9124351463;105226698752;106300440576;107374182400;26431;340509763;107374182400;"True";"User"
"2023-07-29";"1337@anonimo.com";;"False";;"2023-07-28";180;"2022-02-01";26361;9088758631;105226698752;106300440576;107374182400;1271;482108593;107374182400;"False";"User"
"2023-07-29";"4714@anonimo.com";;"False";;"2023-02-03";180;"2021-01-24";9695;4471748838;52613349376;53150220288;53687091200;3677;1481036469;107374182400;"False";"Shared"
"2023-07-29";"4743@anonimo.com";;"False";;"2023-07-29";180;"2021-05-16";23072;8938718564;105226698752;106300440576;107374182400;9788;1748474959;107374182400;"False";"User"
"2023-07-29";"3496@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";22947;8779923039;105226698752;106300440576;107374182400;21947;2863292292;107374182400;"False";"User"
"2023-07-29";"4153@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";39092;8782248650;105226698752;106300440576;107374182400;51412;6232205666;107374182400;"False";"User"
"2023-07-29";"2768@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";14074;8758274850;105226698752;106300440576;107374182400;3282;6235655077;107374182400;"False";"User"
"2023-07-29";"5455@anonimo.com";;"False";;"2023-07-28";180;"2022-02-04";21667;8661464123;105226698752;106300440576;107374182400;6728;1444433883;107374182400;"False";"User"
"2023-07-29";"5723@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";1213;167591650;2104492032;2125463552;2147483648;331;110661700;107374182400;"False";"User"
"2023-07-29";"4958@anonimo.com";;"False";;"2023-07-28";180;"2022-11-21";61989;8363640664;105226698752;106300440576;107374182400;931;104004370;107374182400;"False";"User"
"2023-07-29";"4070@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";27229;8279164199;105226698752;106300440576;107374182400;3186;978066320;107374182400;"False";"User"
"2023-07-29";"3516@anonimo.com";;"False";;"2023-07-27";180;"2021-01-24";68112;8192129290;105226698752;106300440576;107374182400;11015;967449889;107374182400;"False";"User"
"2023-07-29";"5707@anonimo.com";;"False";;"2023-07-28";180;"2021-09-10";22915;8106335842;105226698752;106300440576;107374182400;21290;2622330047;107374182400;"False";"User"
"2023-07-29";"1195@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";52534;8046089213;105226698752;106300440576;107374182400;5130;1669055289;107374182400;"False";"User"
"2023-07-29";"3294@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";38249;7964873693;105226698752;106300440576;107374182400;493603;37491970920;107374182400;"False";"User"
"2023-07-29";"5173@anonimo.com";;"False";;"2023-07-29";180;"2023-01-10";23626;7882235958;105226698752;106300440576;107374182400;6417;1267643130;107374182400;"False";"User"
"2023-07-29";"3495@anonimo.com";;"False";;"2023-07-29";180;"2021-11-30";24327;7878400990;105226698752;106300440576;107374182400;9545;2023334885;107374182400;"False";"User"
"2023-07-29";"4501@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";69569;7857077707;105226698752;106300440576;107374182400;77713;5458038290;107374182400;"False";"User"
"2023-07-29";"850@anonimo.com";;"False";;"2023-07-21";180;"2021-01-24";41575;7821633764;105226698752;106300440576;107374182400;4184;944963761;107374182400;"False";"User"
"2023-07-29";"5109@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";61073;7708087692;105226698752;106300440576;107374182400;28971;2011329658;107374182400;"False";"Shared"
"2023-07-29";"4150@anonimo.com";;"False";;"2023-07-28";180;"2021-12-03";15995;7651173379;105226698752;106300440576;107374182400;29443;3425475664;107374182400;"False";"User"
"2023-07-29";"5279@anonimo.com";;"False";;"2023-07-29";180;"2021-07-01";17033;7536849107;105226698752;106300440576;107374182400;26828;6693283223;107374182400;"False";"User"
"2023-07-29";"3439@anonimo.com";;"False";;"2023-07-29";180;"2021-11-11";19324;7433663889;105226698752;106300440576;107374182400;21846;3112992596;107374182400;"False";"User"
"2023-07-29";"1129@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";21622;7310863393;105226698752;106300440576;107374182400;11749;2146231330;107374182400;"False";"User"
"2023-07-29";"5148@anonimo.com";;"False";;"2023-07-28";180;"2021-11-01";29555;7280726520;105226698752;106300440576;107374182400;13261;1476349231;107374182400;"False";"User"
"2023-07-29";"4499@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";31148;7153421145;105226698752;106300440576;107374182400;68940;8333827278;107374182400;"False";"User"
"2023-07-29";"1484@anonimo.com";;"False";;"2023-07-03";180;"2023-02-13";47907;7108414789;105226698752;106300440576;107374182400;1663;201757534;107374182400;"False";"User"
"2023-07-29";"4928@anonimo.com";;"False";;"2023-07-24";180;"2022-12-30";8040;3510852377;52613349376;53150220288;53687091200;1069;218078980;107374182400;"False";"User"
"2023-07-29";"4573@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";135839;6971768325;105226698752;106300440576;107374182400;797824;14122052252;107374182400;"True";"User"
"2023-07-29";"3798@anonimo.com";;"False";;"2023-07-25";180;"2021-01-24";40718;6964493802;105226698752;106300440576;107374182400;8135;2963624225;107374182400;"False";"User"
"2023-07-29";"1155@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";15303;6742151805;105226698752;106300440576;107374182400;6804;1553477899;107374182400;"False";"User"
"2023-07-29";"4592@anonimo.com";;"False";;"2023-07-27";180;"2021-01-24";1424;134685588;2104492032;2125463552;2147483648;28670;1069951853;107374182400;"False";"User"
"2023-07-29";"3849@anonimo.com";;"False";;"2023-07-29";180;"2022-02-17";18507;6628369022;105226698752;106300440576;107374182400;12334;1174275962;107374182400;"False";"User"
"2023-07-29";"4640@anonimo.com";;"False";;"2023-07-26";180;"2022-12-29";41406;6553317829;105226698752;106300440576;107374182400;454;72187490;107374182400;"False";"User"
"2023-07-29";"1485@anonimo.com";;"False";;"2023-07-27";180;"2023-02-13";51990;6472894356;105226698752;106300440576;107374182400;1077;225443966;107374182400;"False";"User"
"2023-07-29";"3568@anonimo.com";;"False";;"2023-07-28";180;"2023-04-28";758;128268769;2104492032;2125463552;2147483648;51;8748795;107374182400;"False";"User"
"2023-07-29";"3242@anonimo.com";;"False";;"2023-07-28";180;"2023-04-14";620;128378949;2104492032;2125463552;2147483648;209;60261648;107374182400;"False";"User"
"2023-07-29";"4904@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";12761;3193531369;52613349376;53150220288;53687091200;8381;7275081229;107374182400;"False";"User"
"2023-07-29";"5849@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";53075;6308221821;105226698752;106300440576;107374182400;73667;11134869010;107374182400;"False";"User"
"2023-07-29";"1313@anonimo.com";;"False";;"2023-07-28";180;"2021-12-03";19718;6238385399;105226698752;106300440576;107374182400;8496;1215853872;107374182400;"False";"User"
"2023-07-29";"4333@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";21311;6187920090;105226698752;106300440576;107374182400;5578;977481855;107374182400;"False";"User"
"2023-07-29";"1295@anonimo.com";;"False";;"2023-07-28";180;"2021-10-07";15197;6194737979;105226698752;106300440576;107374182400;5633;897258213;107374182400;"False";"User"
"2023-07-29";"3336@anonimo.com";;"False";;"2022-09-06";180;"2021-01-24";19995;3031897047;52613349376;53150220288;53687091200;627;6186942;107374182400;"False";"Shared"
"2023-07-29";"4617@anonimo.com";;"False";;"2023-07-28";180;"2022-07-08";24739;5966756464;105226698752;106300440576;107374182400;3753;1585686820;107374182400;"False";"User"
"2023-07-29";"5821@anonimo.com";;"False";;"2023-07-29";180;"2022-08-02";12285;5927991762;105226698752;106300440576;107374182400;8051;1628210165;107374182400;"False";"User"
"2023-07-29";"3192@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";31927;5934668007;105226698752;106300440576;107374182400;15921;1789150457;107374182400;"False";"User"
"2023-07-29";"3238@anonimo.com";;"False";;"2023-07-28";180;"2022-06-01";14320;5770750523;105226698752;106300440576;107374182400;2604;345935718;107374182400;"False";"User"
"2023-07-29";"3203@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";46133;5720540655;105226698752;106300440576;107374182400;13198;1270573210;107374182400;"False";"User"
"2023-07-29";"3410@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";33434;5722220722;105226698752;106300440576;107374182400;91345;14342032145;107374182400;"False";"User"
"2023-07-29";"1000@anonimo.com";;"False";;"2023-07-26";180;"2021-01-24";1043;110793867;2104492032;2125463552;2147483648;291;27862566;107374182400;"False";"User"
"2023-07-29";"1428@anonimo.com";;"False";;"2023-07-28";180;"2022-06-21";16460;5521143127;105226698752;106300440576;107374182400;5420;959430532;107374182400;"False";"User"
"2023-07-29";"5683@anonimo.com";;"False";;"2023-07-29";180;"2023-01-30";36198;5521309943;105226698752;106300440576;107374182400;4746;677803939;107374182400;"False";"User"
"2023-07-29";"5431@anonimo.com";;"False";;"2023-07-28";180;"2022-12-07";11223;5459314672;105226698752;106300440576;107374182400;4434;1099014195;107374182400;"False";"User"
"2023-07-29";"3979@anonimo.com";;"False";;"2023-05-24";180;"2021-07-19";11677;2718440696;52613349376;53150220288;53687091200;6478;2164750512;107374182400;"False";"Shared"
"2023-07-29";"5415@anonimo.com";;"False";;"2023-07-26";180;"2021-01-24";23010;5425680511;105226698752;106300440576;107374182400;48707;4600121429;107374182400;"False";"User"
"2023-07-29";"4645@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";37922;5375129307;105226698752;106300440576;107374182400;4556;420857182;107374182400;"False";"User"
"2023-07-29";"4616@anonimo.com";;"False";;"2023-07-28";180;"2021-12-29";16902;5295050908;105226698752;106300440576;107374182400;18091;1162069521;107374182400;"False";"User"
"2023-07-29";"1263@anonimo.com";;"False";;"2023-07-28";180;"2021-07-15";16364;5211411791;105226698752;106300440576;107374182400;3095;703686388;107374182400;"False";"User"
"2023-07-29";"3561@anonimo.com";;"False";;"2023-07-28";180;"2023-01-24";5907;2548831420;52613349376;53150220288;53687091200;1199;267683674;107374182400;"False";"User"
"2023-07-29";"3416@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";53269;5008723995;105226698752;106300440576;107374182400;140371;16476901352;107374182400;"False";"User"
"2023-07-29";"4613@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";17699;4940974803;105226698752;106300440576;107374182400;22608;4108150570;107374182400;"False";"User"
"2023-07-29";"5840@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";10700;2455140709;52613349376;53150220288;53687091200;27280;4060446423;107374182400;"False";"User"
"2023-07-29";"1206@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";15423;4898810487;105226698752;106300440576;107374182400;7726;710621939;107374182400;"False";"User"
"2023-07-29";"4710@anonimo.com";;"False";;"2023-07-27";180;"2023-01-24";6066;2445585809;52613349376;53150220288;53687091200;539;243235288;107374182400;"False";"User"
"2023-07-29";"1417@anonimo.com";;"False";;"2023-07-17";180;"2022-06-03";25713;4893099270;105226698752;106300440576;107374182400;20602;1498316873;107374182400;"False";"User"
"2023-07-29";"1182@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";18247;2363336915;52613349376;53150220288;53687091200;59435;7325860054;107374182400;"False";"User"
"2023-07-29";"1120@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";19990;4693801059;105226698752;106300440576;107374182400;17474;846336034;107374182400;"False";"User"
"2023-07-29";"1252@anonimo.com";;"False";;"2023-07-28";180;"2021-07-01";41478;4657762378;105226698752;106300440576;107374182400;2901;302649707;107374182400;"False";"User"
"2023-07-29";"5428@anonimo.com";;"False";;"2023-07-21";180;"2023-02-16";633;91269670;2104492032;2125463552;2147483648;55;6250475;107374182400;"False";"User"
"2023-07-29";"963@anonimo.com";;"False";;"2020-09-21";180;"2021-01-24";8432;2225612351;52613349376;53150220288;53687091200;604;43380564;107374182400;"False";"Shared"
"2023-07-29";"1019@anonimo.com";;"False";;"2023-06-06";180;"2021-01-24";1174;88996572;2104492032;2125463552;2147483648;1028;14928278;107374182400;"False";"User"
"2023-07-29";"5817@anonimo.com";;"False";;"2023-07-29";180;"2021-07-09";13011;4450118306;105226698752;106300440576;107374182400;11446;894326608;107374182400;"False";"User"
"2023-07-29";"4411@anonimo.com";;"False";;"2023-07-29";180;"2021-08-02";12135;4443917910;105226698752;106300440576;107374182400;8347;1497396847;107374182400;"False";"User"
"2023-07-29";"5507@anonimo.com";;"False";;"2023-07-28";180;"2021-11-23";36717;4423549156;105226698752;106300440576;107374182400;7689;1472295217;107374182400;"False";"User"
"2023-07-29";"4809@anonimo.com";;"False";;"2023-07-21";180;"2021-01-24";17264;4365129289;105226698752;106300440576;107374182400;12249;701939442;107374182400;"True";"User"
"2023-07-29";"4803@anonimo.com";;"False";;"2023-07-05";180;"2023-04-12";509;87390645;2104492032;2125463552;2147483648;285;95482625;107374182400;"False";"User"
"2023-07-29";"1411@anonimo.com";;"False";;"2023-07-28";180;"2022-05-30";10229;4365980612;105226698752;106300440576;107374182400;10533;1410116306;107374182400;"False";"User"
"2023-07-29";"4669@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";39129;4337746620;105226698752;106300440576;107374182400;327599;31341376820;107374182400;"False";"User"
"2023-07-29";"5303@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";19534;4333563125;105226698752;106300440576;107374182400;128903;38723464592;107374182400;"False";"User"
"2023-07-29";"1511@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";40531;4178319154;105226698752;106300440576;107374182400;236892;31777538286;107374182400;"False";"User"
"2023-07-29";"5573@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";14969;2079207087;52613349376;53150220288;53687091200;30168;4515880568;107374182400;"False";"Shared"
"2023-07-29";"3468@anonimo.com";;"False";;"2023-07-28";180;"2022-08-29";14373;4153580203;105226698752;106300440576;107374182400;5896;1041662928;107374182400;"False";"User"
"2023-07-29";"4699@anonimo.com";;"False";;"2023-07-28";180;"2022-03-04";44157;4104794148;105226698752;106300440576;107374182400;4470;296475183;107374182400;"False";"User"
"2023-07-29";"4210@anonimo.com";;"False";;"2023-07-29";180;"2021-01-24";19616;4088231581;105226698752;106300440576;107374182400;33287;3156384770;107374182400;"False";"User"
"2023-07-29";"1141@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";30638;4019641607;105226698752;106300440576;107374182400;20023;1208504736;107374182400;"False";"User"
"2023-07-29";"1410@anonimo.com";;"False";;"2023-07-28";180;"2021-06-04";21744;4024038618;105226698752;106300440576;107374182400;18284;584057821;107374182400;"False";"User"
"2023-07-29";"1170@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";20851;3999832682;105226698752;106300440576;107374182400;3832;760428038;107374182400;"False";"User"
"2023-07-29";"1332@anonimo.com";;"False";;"2023-07-26";180;"2022-01-19";20087;3976098677;105226698752;106300440576;107374182400;8612;1141221894;107374182400;"False";"User"
"2023-07-29";"4875@anonimo.com";;"False";;"2023-07-28";180;"2022-08-15";10175;3982860901;105226698752;106300440576;107374182400;4620;464955107;107374182400;"False";"User"
"2023-07-29";"1044@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";7877;1965325005;52613349376;53150220288;53687091200;40904;3628852309;107374182400;"False";"User"
"2023-07-29";"1078@anonimo.com";;"False";;"2020-05-05";180;"2021-01-24";8985;1951224849;52613349376;53150220288;53687091200;178;3186031;107374182400;"False";"Shared"
"2023-07-29";"3873@anonimo.com";;"False";;"2023-07-06";180;"2021-10-28";763;77396959;2104492032;2125463552;2147483648;1075;37239746;107374182400;"False";"User"
"2023-07-29";"1469@anonimo.com";;"False";;"2023-07-28";180;"2022-11-29";6854;3737803941;105226698752;106300440576;107374182400;5420;117812461;107374182400;"False";"User"
"2023-07-29";"4425@anonimo.com";;"False";;"2023-07-28";180;"2021-10-14";36299;3717736435;105226698752;106300440576;107374182400;70669;6676439985;107374182400;"False";"User"
"2023-07-29";"5568@anonimo.com";;"False";;"2023-07-28";180;"2022-12-21";5697;1855403953;52613349376;53150220288;53687091200;420;201700795;107374182400;"False";"Shared"
"2023-07-29";"3462@anonimo.com";;"False";;"2023-07-28";180;"2022-07-15";7990;3692813263;105226698752;106300440576;107374182400;11210;2202817321;107374182400;"False";"User"
"2023-07-29";"4864@anonimo.com";;"False";;"2023-07-28";180;"2022-06-22";9620;3525056166;105226698752;106300440576;107374182400;9643;2868356196;107374182400;"False";"User"
"2023-07-29";"1482@anonimo.com";;"False";;"2023-07-28";180;"2023-02-10";9900;3525726966;105226698752;106300440576;107374182400;7292;319375062;107374182400;"False";"User"
"2023-07-29";"4477@anonimo.com";;"False";;"2023-06-27";180;"2022-05-09";8167;3518215112;105226698752;106300440576;107374182400;19223;3745552786;107374182400;"False";"User"
"2023-07-29";"1354@anonimo.com";;"False";;"2023-06-22";180;"2022-03-02";356;68976279;2104492032;2125463552;2147483648;76;31157511;107374182400;"False";"User"
"2023-07-29";"1357@anonimo.com";;"False";;"2023-06-13";180;"2022-03-04";410;68901506;2104492032;2125463552;2147483648;62;11824507;107374182400;"False";"User"
"2023-07-29";"3273@anonimo.com";;"False";;"2023-07-28";180;"2022-01-31";11898;3339494908;105226698752;106300440576;107374182400;2472;317637482;107374182400;"False";"User"
"2023-07-29";"3274@anonimo.com";;"False";;"2023-07-29";180;"2021-07-06";8872;3331996199;105226698752;106300440576;107374182400;7416;854452010;107374182400;"False";"User"
"2023-07-29";"1098@anonimo.com";;"False";;"2023-01-16";180;"2021-01-24";818;66509780;2104492032;2125463552;2147483648;496;2141967;107374182400;"False";"User"
"2023-07-29";"1266@anonimo.com";;"False";;"2023-07-29";180;"2021-07-30";16550;3234701002;105226698752;106300440576;107374182400;28984;991614164;107374182400;"False";"User"
"2023-07-29";"3287@anonimo.com";;"False";;"2023-07-27";180;"2021-01-24";15420;3215284615;105226698752;106300440576;107374182400;18299;3367814924;107374182400;"False";"User"
"2023-07-29";"1049@anonimo.com";;"False";;"2023-05-17";180;"2021-01-24";903;63967602;2104492032;2125463552;2147483648;610;3808451;107374182400;"False";"User"
"2023-07-29";"5861@anonimo.com";;"False";;"2023-07-28";180;"2021-07-01";19699;3183639612;105226698752;106300440576;107374182400;3973;2491069945;107374182400;"False";"User"
"2023-07-29";"1029@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";30232;3174440124;105226698752;106300440576;107374182400;55957;5410842329;107374182400;"False";"User"
"2023-07-29";"4376@anonimo.com";;"False";;"2023-07-11";180;"2022-09-01";3950;1577300664;52613349376;53150220288;53687091200;5910;842143380;107374182400;"False";"Shared"
"2023-07-29";"1025@anonimo.com";;"False";;;180;"2021-01-24";1038;62963316;2104492032;2125463552;2147483648;478;2504734;107374182400;"False";"User"
"2023-07-29";"4527@anonimo.com";;"False";;"2023-07-29";180;"2021-05-31";18190;3134199670;105226698752;106300440576;107374182400;26552;2923333060;107374182400;"False";"User"
"2023-07-29";"1470@anonimo.com";;"False";;"2023-07-27";180;"2022-11-29";9040;3118794903;105226698752;106300440576;107374182400;1317;1121920891;107374182400;"False";"User"
"2023-07-29";"1220@anonimo.com";;"False";;"2023-05-08";180;"2021-02-12";760;58263438;2104492032;2125463552;2147483648;56;11008233;107374182400;"False";"User"
"2023-07-29";"4835@anonimo.com";;"False";;"2023-07-28";180;"2022-04-01";8944;2911660570;105226698752;106300440576;107374182400;5951;945552337;107374182400;"False";"User"
"2023-07-29";"5377@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";12079;2855565149;105226698752;106300440576;107374182400;59791;4995927122;107374182400;"False";"User"
"2023-07-29";"5689@anonimo.com";;"False";;"2023-07-28";180;"2022-06-17";11979;2791550609;105226698752;106300440576;107374182400;48896;6015300723;107374182400;"False";"User"
"2023-07-29";"1245@anonimo.com";;"False";;"2023-07-28";180;"2021-05-31";12828;2724399915;105226698752;106300440576;107374182400;19589;2112969081;107374182400;"False";"User"
"2023-07-29";"3180@anonimo.com";;"False";;"2023-07-26";180;"2021-01-24";15041;2693587782;105226698752;106300440576;107374182400;10900;396158272;107374182400;"True";"Shared"
"2023-07-29";"1402@anonimo.com";;"False";;"2023-07-28";180;"2022-05-19";17259;2669567811;105226698752;106300440576;107374182400;9422;1074731825;107374182400;"False";"User"
"2023-07-29";"4880@anonimo.com";;"False";;"2023-01-28";180;"2021-01-24";4145;1317355543;52613349376;53150220288;53687091200;4495;2892251313;107374182400;"False";"Shared"
"2023-07-29";"787@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";14576;2630986028;105226698752;106300440576;107374182400;67024;14067416226;107374182400;"False";"User"
"2023-07-29";"1362@anonimo.com";;"False";;"2023-07-24";180;"2022-03-11";288;51664902;2104492032;2125463552;2147483648;50;11743367;107374182400;"False";"User"
"2023-07-29";"5421@anonimo.com";;"False";;"2023-07-28";180;"2021-02-26";25386;2557542447;105226698752;106300440576;107374182400;124208;55097501712;107374182400;"False";"User"
"2023-07-29";"3335@anonimo.com";;"False";;"2023-07-28";180;"2022-06-15";8630;2534159111;105226698752;106300440576;107374182400;8062;1313461009;107374182400;"False";"User"
"2023-07-29";"3648@anonimo.com";;"False";;"2023-07-28";180;"2022-02-15";36296;2539632328;105226698752;106300440576;107374182400;661428;26588972784;107374182400;"False";"User"
"2023-07-29";"4720@anonimo.com";;"False";;"2023-07-28";180;"2021-01-24";12006;2518062677;105226698752;106300440576;107374182400;6261;1107114499;107374182400;"False";"User"
"2023-07-29";"4686@anonimo.com";;"False";;"2023-06-12";180;"2022-09-09";8259;2493543477;105226698752;106300440576;107374182400;4715;1661449673;107374182400;"False";"User"
