"Report Refresh Date";"User Principal Name";"Is Deleted";"Deleted Date";"Last Activity Date";"Assigned Products";"Report Period";"User Id";"Is External";"Team Chat Message Count";"Private Chat Message Count";"Call Count";"Meeting Count";"Meetings Organized Count";"Meetings Attended Count";"Ad Hoc Meetings Organized Count";"Ad Hoc Meetings Attended Count";"Scheduled One-time Meetings Organized Count";"Scheduled One-time Meetings Attended Count";"Scheduled Recurring Meetings Organized Count";"Scheduled Recurring Meetings Attended Count";"Audio Duration";"Video Duration";"Screen Share Duration";"Audio Duration In Seconds";"Video Duration In Seconds";"Screen Share Duration In Seconds";"Has Other Action";"Urgent Messages";"Post Messages";"Tenant Display Name";"Shared Channel Tenant Display Names";"Reply Messages";"Is Licensed"
"2023-07-30";"4809@anonimo.com";"False";;"2023-07-28";"ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E5+MICROSOFT POWER APPS PLAN 2 TRIAL+VISIO PLAN 2+RIGHTS MANAGEMENT ADHOC+MICROSOFT 365 AUDIO CONFERENCING+WINDOWS 10/11 ENTERPRISE E5+PROJECT PLAN 3";180;"6b10363c-88ac-42e0-af11-d1c2cca525f4";"False";28;9351;281;345;76;345;8;65;36;228;32;52;"P13DT2H7M53S";"P8DT5H59M35S";"P10DT21H9M49S";1130873;712775;940189;"No";0;2;;;26;"Yes"
"2023-07-30";"3337@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 AUDIO CONFERENCING+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+PROJECT PLAN 5+MICROSOFT POWER AUTOMATE FREE+MICROSOFT POWER APPS PLAN 2 TRIAL";180;"e561f680-eed0-421d-b1ac-3a5069a3adad";"False";5;9230;81;64;39;64;3;17;36;34;0;13;"P1DT13H7M40S";"PT10H17M25S";"P1DT5H22M23S";133660;37045;105743;"No";0;1;;;4;"Yes"
"2023-07-30";"3753@anonimo.com";"False";;"2023-07-07";"MICROSOFT POWER AUTOMATE FREE";180;"c1dac0d6-9940-4da7-959c-e4bb45d6bb45";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"3194@anonimo.com";"False";;"2023-03-01";;180;"9b4f555c-10e3-4fe9-8ad2-08171ee1083a";"False";3;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;3;;;0;"No"
"2023-07-30";"4025@anonimo.com";"False";;"2023-07-30";"MICROSOFT POWER AUTOMATE FREE+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 E5";180;"40e20f58-4a87-4cc6-9eac-98c57e914189";"False";0;3658;431;443;167;443;64;133;73;204;30;104;"P11DT17H23M52S";"P5DT19H41S";"P8DT26M1S";1013032;500441;692761;"No";0;0;;;0;"Yes"
"2023-07-30";"3220@anonimo.com";"False";;"2022-10-04";"MICROSOFT 365 E3";180;"57f1425f-365b-4206-b95c-52cb366b13f7";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
"2023-07-30";"3189@anonimo.com";"False";;"2023-07-30";"MICROSOFT 365 E5+MICROSOFT 365 AUDIO CONFERENCING";180;"884d5071-ea08-42f7-a215-0d7af9e34bfa";"False";6;24833;723;1049;466;1049;293;483;164;462;9;102;"P20DT19H53M50S";"P6DT11H44M20S";"P16DT5H57M42S";1799630;560660;1403862;"No";1;3;;;3;"Yes"
"2023-07-30";"4613@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;"290dba2f-37c0-4c33-8d4c-1b61d8dc4982";"False";0;1072;62;154;25;154;2;27;23;102;0;25;"P4DT7H32M37S";"P1DT21H16M19S";"P4DT1H51M12S";372757;162979;352272;"No";0;0;;;0;"Yes"
"2023-07-30";"1406@anonimo.com";"False";;"2023-02-19";"MICROSOFT POWER AUTOMATE FREE";180;"3b70e176-c0c6-44d2-a81c-3d401d71eaf4";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"5552@anonimo.com";"False";;"2022-07-05";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;"474c5463-291b-453d-930e-9ecc74da2bcc";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
"2023-07-30";"1511@anonimo.com";"False";;"2023-07-30";"POWERAPPS AND LOGIC FLOWS+MICROSOFT POWER APPS PLAN 2 TRIAL+ENTERPRISE MOBILITY + SECURITY E3+PROJECT PLAN 5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT FABRIC (FREE)";180;"45c320a6-1220-447f-98c3-1cf5c25dc616";"False";70;3400;144;157;26;157;12;20;3;91;11;46;"P5DT23H42M7S";"P4DT2H11M28S";"P4DT10H58M25S";517327;353488;385105;"No";0;0;;;70;"Yes"
"2023-07-30";"3377@anonimo.com";"False";;"2023-02-14";"MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+MICROSOFT POWER APPS PLAN 2 TRIAL";180;"52034dd6-ac2e-4f23-abdb-4f16eb00cef3";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4450@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5+VISIO PLAN 2";180;"b486a223-e1fa-4b42-b430-f982ffae34ba";"False";0;10957;661;559;113;559;60;226;47;262;6;69;"P12DT12H54M23S";"P2DT10H54M10S";"P9DT6H11M26S";1083263;212050;799886;"No";0;0;;;0;"Yes"
"2023-07-30";"5043@anonimo.com";"False";;"2023-07-25";;180;"86c70a78-efe8-41c1-a4ef-883d7d8cbb63";"False";0;0;0;1;0;1;0;0;0;1;0;0;"PT54M41S";"PT54M41S";"PT54M41S";3281;3281;3281;"No";0;0;;;0;"No"
"2023-07-30";"5302@anonimo.com";"False";;"2023-07-28";"WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT 365 E5+ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT POWER AUTOMATE FREE";180;"def06205-3faf-4166-b0a9-3dad06af5fab";"False";0;18483;292;203;27;203;22;82;5;77;0;44;"P6DT10H25M44S";"P3DT20H15M1S";"P5DT16H8M43S";555944;332101;490123;"No";0;0;;;0;"Yes"
"2023-07-30";"1474@anonimo.com";"False";;"2023-07-28";"MICROSOFT TEAMS EXPLORATORY";180;"163d38b8-ace7-4bcd-8992-a5787019faff";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"Yes"
"2023-07-30";"4186@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;"562ed018-3130-41ef-92b1-2346c95c6e8e";"False";0;118;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
"2023-07-30";"5148@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E5";180;"9ec2e183-a677-40f8-8f68-8162fac50b51";"False";0;6920;748;354;136;354;69;125;64;219;3;8;"P21DT15H15S";"P1DT13H20M54S";"P17DT13H37M57S";1868415;134454;1517877;"No";0;0;;;0;"Yes"
"2023-07-30";"4636@anonimo.com";"False";;"2023-02-24";"POWER BI PRO+MICROSOFT POWER AUTOMATE FREE";180;"243a279b-7ec2-481c-a506-14e9df134580";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"5845@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;"05cd32dc-849e-4526-a12c-1c99ce071a85";"False";0;2536;70;270;17;270;10;51;6;70;0;148;"P6DT5H50M8S";"P1DT10H39M50S";"P5DT18H38M44S";539408;124790;499124;"No";2;0;;;0;"Yes"
"2023-07-30";"1445@anonimo.com";"False";;"2023-02-13";"MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE";180;"e063988e-0207-461e-be0d-0f4ac5f50c69";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4665@anonimo.com";"False";;"2023-05-09";;180;"80fbfc9b-cc3a-482d-8016-87488960761f";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4379@anonimo.com";"False";;"2023-05-30";;180;"ee2e00ab-a160-4036-831d-8c74e06e22de";"False";0;1;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"No"
"2023-07-30";"2764@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3";180;"271efda5-37a4-409d-9a6c-22ab921b4a04";"False";0;42;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
"2023-07-30";"1025@anonimo.com";"False";;"2023-07-30";"MICROSOFT STREAM TRIAL+MICROSOFT 365 F1";180;"5fa28632-bed9-425c-ab56-f19c826ecda0";"False";0;2650;0;7;5;7;4;5;0;2;0;0;"PT51M3S";"PT0S";"PT1H19M40S";3063;0;4780;"No";0;0;;;0;"Yes"
"2023-07-30";"3330@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;"f4ff66cb-06e0-4f6b-bb88-f884e12406f7";"False";0;1595;9;17;1;17;1;9;0;8;0;0;"P1DT17H59M20S";"PT20H27M19S";"PT22H56M28S";151160;73639;82588;"No";0;0;;;0;"Yes"
"2023-07-30";"5682@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E5";180;"fe8c8c61-a683-44ed-ba13-7839bc49a90a";"False";0;5022;243;97;17;97;9;56;8;39;0;2;"P4DT7H50M4S";"P1DT12H19M30S";"P3DT20H40M11S";373804;130770;333611;"No";0;0;;;0;"Yes"
"2023-07-30";"3781@anonimo.com";"False";;"2023-07-30";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE+MICROSOFT POWER APPS FOR DEVELOPER+MICROSOFT FABRIC (FREE)";180;"9a6074c4-008c-43b3-b6ac-05ba79ccb728";"False";2;1414;66;85;5;85;1;19;4;45;0;21;"P2DT6H7M18S";"PT17H29M43S";"P2DT1H8M19S";194838;62983;176899;"No";0;0;;;2;"Yes"
"2023-07-30";"5431@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;"734c961f-2b36-4357-a5f0-cbc752b8665e";"False";0;16733;347;111;32;111;31;93;0;17;0;0;"P5DT20H52M26S";"P3DT22H33M40S";"P5DT12H59M35S";507146;340420;478775;"No";0;0;;;0;"Yes"
"2023-07-30";"5580@anonimo.com";"False";;"2023-07-30";"MICROSOFT POWER AUTOMATE FREE+ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 E3+POWER BI PRO";180;"c202fbd8-6e9a-4e58-8891-08fa5353068c";"False";0;15206;537;442;188;442;17;149;113;232;58;60;"P10DT3H23M16S";"P2DT2H32M45S";"P6DT3H12M5S";876196;181965;529925;"No";0;0;;;0;"Yes"
"2023-07-30";"5149@anonimo.com";"False";;;"MICROSOFT 365 F1";180;"77cc99f8-e429-46b9-a587-ec41515e8342";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
"2023-07-30";"5782@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;"0eec34ca-744d-4470-8f21-8d27ff74b7e7";"False";0;2247;75;73;6;73;1;4;4;38;0;30;"P4DT6H36M21S";"PT22H41M49S";"P3DT15H57M14S";369381;81709;316634;"No";0;0;;;0;"Yes"
"2023-07-30";"5240@anonimo.com";"False";;"2023-05-24";;180;"1e73e965-3c1c-4cf1-9f3d-7c76c53af0ce";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4490@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)+MICROSOFT 365 F1";180;"fb6299e5-6e1d-4891-a3c0-b0c7b7ce8098";"False";0;1129;9;134;16;134;16;37;0;47;0;50;"P6DT14H13M58S";"PT7H48M28S";"P6DT3H6M36S";569638;28108;529596;"No";1;0;;;0;"Yes"
"2023-07-30";"3424@anonimo.com";"False";;"2023-04-04";"POWER BI PRO";180;"58cc7872-9840-47dd-b13d-5c94c58ed66d";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"2085@anonimo.com";"False";;"2023-07-28";"ENTERPRISE MOBILITY + SECURITY E3+MICROSOFT 365 E5+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;"66c0befa-ba88-4c0e-a73a-5a571a599dea";"False";0;414;137;156;30;156;8;21;13;56;9;79;"P5DT11H18M33S";"P3DT10H28M3S";"P4DT6H36M27S";472713;296883;369387;"No";0;0;;;0;"Yes"
"2023-07-30";"3868@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3";180;"690b4b64-61ad-4fda-b6c4-aaef84e91b94";"False";0;744;72;50;2;50;2;44;0;6;0;0;"PT7H57M48S";"PT23M17S";"PT3H34M23S";28668;1397;12863;"No";0;0;;;0;"Yes"
"2023-07-30";"1463@anonimo.com";"False";;"2023-03-14";"MICROSOFT POWER AUTOMATE FREE";180;"b3960112-9398-4266-8253-413986182b74";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"1357@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 F1";180;"cb531ed1-fafa-47d3-b326-55f68f940af9";"False";0;1789;25;65;3;65;3;44;0;20;0;1;"P1DT7H37M44S";"PT5H3M10S";"PT17H27M22S";113864;18190;62842;"No";0;0;;;0;"Yes"
"2023-07-30";"1484@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;"27f01171-741b-43b8-ad7d-9845fe0161dd";"False";0;599;15;6;1;6;1;2;0;4;0;0;"PT3H47M10S";"PT1H26M41S";"PT2H7M43S";13630;5201;7663;"No";0;0;;;0;"Yes"
"2023-07-30";"1429@anonimo.com";"False";;"2023-07-30";;180;"880ecd53-0724-4d8b-9fac-af6ccaf4a074";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"3242@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 F1";180;"cea44640-76a6-4822-a22c-567a52c5dd28";"False";0;2607;68;24;1;24;1;8;0;3;0;13;"PT23H54M46S";"PT14H13M6S";"PT18H13M37S";86086;51186;65617;"No";0;0;;;0;"Yes"
"2023-07-30";"3923@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;"8706255e-0512-47b7-aed1-2800ea905a2f";"False";0;14074;149;140;13;140;6;28;7;52;0;60;"P6DT10H31M58S";"P2DT13H40M42S";"P4DT21H6M34S";556318;222042;421594;"No";0;0;;;0;"Yes"
"2023-07-30";"4099@anonimo.com";"False";;"2023-07-30";"MICROSOFT 365 BUSINESS PREMIUM+MICROSOFT POWER AUTOMATE FREE";180;"444cfcb6-23b3-4d6e-9c4b-5549d687d260";"False";0;268;20;32;0;32;0;10;0;7;0;13;"P2DT20H9M57S";"PT5H35M14S";"P1DT19H6M34S";245397;20114;155194;"No";0;0;;;0;"Yes"
"2023-07-30";"4617@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;"e95c5607-b5e1-4d00-b79b-ad6fa8dd41ac";"False";0;3173;44;60;1;60;0;8;1;17;0;35;"P1DT6H34M35S";"PT8H8M41S";"P1DT30M55S";110075;29321;88255;"No";1;0;;;0;"Yes"
"2023-07-30";"992@anonimo.com";"False";;"2023-07-29";"MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+MICROSOFT STREAM TRIAL";180;"46e1d20f-d019-4701-9c6b-2dcc880391d7";"False";0;5242;149;173;24;173;19;108;5;63;0;2;"P7DT11H50M27S";"PT10H15M37S";"P6DT12H25M17S";647427;36937;563117;"No";0;0;;;0;"Yes"
"2023-07-30";"1037@anonimo.com";"False";;"2023-07-28";"POWER BI PRO+MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE";180;"165796a9-0019-4014-8fda-24e75ef83f57";"False";0;1438;9;31;7;31;1;7;2;20;4;4;"PT12H39M21S";"PT1H14M1S";"PT6H45M18S";45561;4441;24318;"No";0;0;;;0;"Yes"
"2023-07-30";"5861@anonimo.com";"False";;"2023-07-29";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)";180;"87215dbd-7d5e-4762-95fb-7c0fd617c67b";"False";54;7624;220;551;139;551;120;276;15;151;4;123;"P41DT11H3M41S";"P1DT11H25M47S";"P32DT8H56M35S";3582221;127547;2796995;"No";0;13;;;41;"Yes"
"2023-07-30";"4407@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+DYNAMICS 365 CUSTOMER ENGAGEMENT PLAN+MICROSOFT POWER AUTOMATE FREE";180;"fa07e5c8-b1a4-4fc0-b583-999d300b60b8";"False";6;3807;42;75;10;75;1;14;9;31;0;30;"P3DT30M56S";"P1DT4H8M8S";"P2DT1H56M5S";261056;101288;179765;"No";0;3;;;3;"Yes"
"2023-07-30";"1249@anonimo.com";"False";;"2023-03-02";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;"0ef7a48b-af0d-46a2-8da4-2c2264bfc2f4";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"5154@anonimo.com";"False";;"2023-03-09";"POWER BI PRO";180;"490f8dab-6521-49d3-9a2a-006d12ee7650";"False";0;68;0;1;0;1;0;1;0;0;0;0;"PT20M46S";"PT0S";"PT20M46S";1246;0;1246;"No";0;0;;;0;"No"
"2023-07-30";"4996@anonimo.com";"False";;"2023-07-05";;180;"460beded-de49-4022-9990-0f889e754624";"False";0;4;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
"2023-07-30";"4227@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 E3+MICROSOFT POWER AUTOMATE FREE+MICROSOFT FABRIC (FREE)";180;"8a1f1782-9995-46c3-ae67-752732b9897d";"False";2;1362;31;133;2;133;2;16;0;20;0;97;"P3DT11H6M47S";"PT10H49M52S";"P2DT17H45M40S";299207;38992;236740;"No";0;2;;;0;"Yes"
"2023-07-30";"1029@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+POWER BI PRO+MICROSOFT 365 E3";180;"8b7b248b-d096-414f-a52c-a08213f5542e";"False";0;1869;27;121;67;121;4;36;62;80;0;3;"P1DT17H30M25S";"PT3H38M59S";"P1DT6H1S";149425;13139;108001;"No";0;0;;;0;"Yes"
"2023-07-30";"1034@anonimo.com";"False";;"2023-02-06";;180;"79ffbd88-bcd4-4652-a371-38f9f0dbb38d";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"808@anonimo.com";"False";;"2023-07-28";"ENTERPRISE MOBILITY + SECURITY E3+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT 365 E3+VISIO PLAN 2+POWER BI PRO";180;"1524f5c2-84d0-4640-9855-6a1452010260";"False";0;6320;166;400;24;400;7;60;17;215;0;124;"P15DT20H57M21S";"P2DT21H38M16S";"P13DT22H57M46S";1371441;250696;1205866;"No";1;0;;;0;"Yes"
"2023-07-30";"5393@anonimo.com";"False";;"2023-07-28";"MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE+OFFICE 365 E5 WITHOUT AUDIO CONFERENCING";180;"2d2431b9-c5f3-4822-9810-959436c8798d";"False";0;90;4;4;0;4;0;0;0;2;0;2;"PT3H34M47S";"PT1H27M19S";"PT2H44M48S";12887;5239;9888;"No";0;0;;;0;"Yes"
"2023-07-30";"1428@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 E5+MICROSOFT POWER AUTOMATE FREE";180;"a6079bdb-cddd-4a62-9e66-53315fa8a9ac";"False";4;6429;130;421;116;421;16;65;90;222;10;133;"P17DT2H57M22S";"P2DT21H33M18S";"P11DT3H40M33S";1479442;250398;963633;"No";0;1;;;3;"Yes"
"2023-07-30";"4677@anonimo.com";"False";;"2023-07-27";"MICROSOFT 365 F1";180;"994c933e-6158-44e4-8284-95e4b7a4b4bc";"False";0;0;0;4;0;4;0;0;0;4;0;0;"PT3H55M3S";"PT1H33M14S";"PT3H55M3S";14103;5594;14103;"No";0;0;;;0;"Yes"
"2023-07-30";"4309@anonimo.com";"False";;;"MICROSOFT 365 E3";180;"fadda26a-35d6-4014-8c6b-a83fe260c6b8";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
"2023-07-30";"5565@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;"34b90bca-47a7-42ac-a9f7-86bf97f44be2";"False";0;810;6;56;2;56;0;1;2;35;0;20;"P3DT8H56M20S";"P1DT22H43M5S";"P2DT5H47M55S";291380;168185;193675;"No";0;0;;;0;"Yes"
"2023-07-30";"5473@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 E5+ENTERPRISE MOBILITY + SECURITY E3+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT 365 AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;"f739b0ec-1a12-4cc0-be9e-83cdffcb8905";"False";6;14604;908;368;76;368;58;215;10;129;8;23;"P14DT9H48M7S";"P2DT19H16M36S";"P11DT11H4M35S";1244887;242196;990275;"No";24;4;;;2;"Yes"
"2023-07-30";"4832@anonimo.com";"False";;"2023-07-29";"MICROSOFT POWER AUTOMATE FREE+POWER BI PRO+MICROSOFT 365 BUSINESS PREMIUM";180;"159b67c3-967d-4b0e-92ec-c4886b460215";"False";0;4559;40;67;14;67;8;20;5;42;0;5;"P1DT19H48M19S";"PT9H17M15S";"P1DT8H16M10S";157699;33435;116170;"No";0;0;;;0;"Yes"
"2023-07-30";"3511@anonimo.com";"False";;"2023-07-13";"MICROSOFT POWER AUTOMATE FREE";180;"2bb719d3-1334-4b18-8632-8d96a39018ce";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"5802@anonimo.com";"False";;"2023-02-24";;180;"b64b1e7a-ecab-4f9f-8371-ef3744051cfb";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"5849@anonimo.com";"False";;"2023-07-30";"MICROSOFT 365 E3+VISIO PLAN 2";180;"ed0b1d2f-becd-4e9b-a465-22915df69244";"False";0;1636;55;67;9;67;6;15;2;33;0;19;"P2DT25M4S";"PT11H59M16S";"P1DT11H1M28S";174304;43156;126088;"No";0;0;;;0;"Yes"
"2023-07-30";"1478@anonimo.com";"False";;"2023-07-29";"MICROSOFT 365 BUSINESS PREMIUM+MICROSOFT POWER AUTOMATE FREE+POWER BI PRO";180;"91a3f15e-14db-4677-a0fe-d156c91d8145";"False";4;777;2;149;38;149;0;3;38;93;0;53;"P5DT16H8M41S";"P2DT2H22M2S";"P4DT8H36M13S";490121;181322;376573;"No";0;0;;;4;"Yes"
"2023-07-30";"5882@anonimo.com";"False";;"2023-07-28";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT POWER AUTOMATE FREE";180;"ad4bffc3-36ca-4071-92b1-7017544636be";"False";0;6740;100;270;11;270;9;62;2;93;0;115;"P7DT18H10M8S";"PT15H21M14S";"P6DT16H21M10S";670208;55274;577270;"No";0;0;;;0;"Yes"
"2023-07-30";"5057@anonimo.com";"False";;"2023-07-30";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3";180;"21523d93-219b-48f4-8665-1dc26dda8d47";"False";0;12357;287;133;16;133;16;106;0;27;0;0;"P5DT22H33M10S";"PT15H21M27S";"P2DT22H44M23S";513190;55287;254663;"No";0;0;;;0;"Yes"
"2023-07-30";"5265@anonimo.com";"False";;"2023-07-28";"MICROSOFT POWER AUTOMATE FREE+MICROSOFT 365 E3+MICROSOFT FABRIC (FREE)";180;"60fda79a-3db6-4c8d-9ace-39421dc28cec";"False";37;965;58;88;23;88;0;1;23;65;0;21;"P3DT19H17M8S";"P3DT12H8M35S";"P2DT23H51M17S";328628;302915;258677;"No";0;31;;;6;"Yes"
"2023-07-30";"3731@anonimo.com";"False";;"2023-07-30";"OFFICE 365 E5 WITHOUT AUDIO CONFERENCING+MICROSOFT STREAM TRIAL+MICROSOFT 365 AUDIO CONFERENCING+WINDOWS 10/11 ENTERPRISE E5+MICROSOFT FABRIC (FREE)+MICROSOFT POWER AUTOMATE FREE";180;"d29904c8-9b39-4f07-9dc5-8318e8c00003";"False";0;11387;245;387;108;387;10;104;78;229;20;54;"P11DT38M4S";"P5DT14H29M50S";"P8DT20H59M6S";952684;484190;766746;"No";1;0;;;0;"Yes"
"2023-07-30";"1427@anonimo.com";"False";;"2023-03-21";"MICROSOFT POWER AUTOMATE FREE";180;"89c7151f-db6d-483a-bb7d-1df5c1f2afc4";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"4466@anonimo.com";"False";;"2023-06-02";"MICROSOFT POWER AUTOMATE FREE";180;"da879f63-09bf-4c16-bad0-b8d2014a6b5d";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"Yes";0;0;;;0;"No"
"2023-07-30";"1147@anonimo.com";"False";;;"MICROSOFT 365 E3";180;"b4e10b15-fc93-44ff-ac6e-41e06c4c96c9";"False";0;0;0;0;0;0;0;0;0;0;0;0;"PT0S";"PT0S";"PT0S";0;0;0;"No";0;0;;;0;"Yes"
